text,target
Bounty-hunter plays to gallery in Kabul KABUL - A bounty hunter accused of running a private torture chamber has gone on trial in Kabul claiming he could not get a fair hearing because the FBI had confiscated vital evidence and locked it in the American Embassy. ,0
"Demonstrators protest benefit cuts in Berlin Thousands of demonstrators brought protests against benefit cuts to the German capital yesterday, but the Government insisted it would make no further change to measures it sees as key to a more competitive economy. ",0
"Son Running for Ill. Rep.'s House Seat (AP) AP - Democratic Party officials picked U.S. Rep. William Lipinski's son Tuesday to replace his father on the November ballot, a decision engineered by Lipinski after he announced his retirement and withdrew from the race four days earlier.",0
"Livni: Settlement blocs will be strengthened The Housing and Construction Ministry on Tuesday published tenders for about 1,001 new housing units in West Bank settlements. ",0
"Israeli soldiers kill boy in Nablus A 10-year-old Palestinian boy has been shot dead by Israeli occupation soldiers during an incursion into the centre of the West Bank city of Nablus, according to Palestinian medical sources. ",0
"Rumsfeld Warns Against Fixing Intelligence in 'Single Stroke' The secretary of defense signaled he favors a slower, more cautious approach to revamping U.S. intelligence than the Sept. 11 commission does.",0
"US soldier killed in eastern Baghdad-military BAGHDAD, Iraq  One US soldier was killed and several others were wounded in clashes with Iraqi Shi #39;ite militiamen in a Baghdad suburb Monday, the US military said Tuesday. ",0
US-led coalition denies airstrikes in western Afghanistan (AFP) AFP - The US military denied reports that the coalition in Afghanistan had launched air strikes to quell fighting in the west of the country.,0
"Papua New Guinea, the world's next AIDS frontier (AFP) AFP - The old man lay unattended in the shack which served as a morgue for the General Hospital in Mount Hagen, a busy town in the restive highlands of central Papua New Guinea.",0
"Kerry admits to soft spot for Oscar winner Theron (AFP) AFP - Democratic presidential contender John Kerry has a soft spot for South African actress Charlize Theron but is adamant that second wife Teresa Heinz-Kerry changed his life, he has told GQ magazine.",0
"Phelps Wins Second Gold Medal ATHENS, Greece - His quest to surpass Mark Spitz out of the way, Michael Phelps got back to winning gold. The 19-year-old from Baltimore claimed his second gold medal of the Athens Games in the 200-meter butterfly Tuesday night, though he was a bit disappointed at failing to break his own world record...",0
Eight to Face Court on Terror Murder Plot Charges Eight men will appear in court tomorrow accused of plotting terrorist outrages in Britain and the United States. ,0
"Burundi authorizes UN camp for Congolese refugees GENEVA, Aug. 17 (Xinhuanet) -- The government of Burundi has authorized the United Nations to set up a camp for newly-arrived Congolese refugees following the horrific attack on the Gatumba refugee camp in Burundi last Friday, UN officials said here ...",0
"Germany #39;s Schroeder adopts three-year-old Russian girl BERLIN: German Chancellor Gerhard Schroeder and his wife have adopted a daughter, an official with Schroeder #39;s party said Tuesday. Schroeder and his wife, Doris Schroeder-Koepf, picked up the 3-year-old Russian girl named Victoria several weeks ago from a ...",0
"Sudan: Foreign Troops Run Gauntlet of Government Displeasure Television footage aired over the weekend showed a group of Rwandan soldiers dancing and clapping their hands. With AK-47 assault rifles firmly strapped across their shoulders, the 150 troops sported green berets adorned with African Union badges as they ...",0
Cardinal hears farewell in John Paul #39;s remarks BRUSSELS One of 15 cardinals with Pope John Paul II during a weekend visit to a French shrine was quoted in Belgian news media on Monday as saying the ailing pontiff may have been making his farewells. ,0
"Holiday Pals Berlusconi, Blair Cement Ties (AP) AP - With a bandanna on his head and a grin on his cheeks, Italy's flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain's Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance bolstered by the Iraq war.",0
"UN rights chief deeply concerned about refugee camp massacre in Burundi GENEVA, Aug. 17 (Xinhuanet) -- The United Nations human rights chief expressed her deep concern over the massacre in the Gatumba refugee camp in Burundi last Friday, a UN official said here Tuesday. ",0
Public servant backs Scrafton PRIME Minister John Howard said he would not be swayed by more public servants coming forward in relation to the children overboard scandal. ,0
"US troops move gets muted response BERLIN, Germany (AP) -- Germany #39;s defense minister expressed regret Tuesday about US plans to restructure its forces abroad -- changes expected to hit Germany the hardest with the pullout of two heavy divisions. Japan and Australia embraced the changes. ",0
"U.S. Public Now Evenly Split on Iraq War (AP) AP - Nine months of chaos and casualties in Iraq since Saddam Hussein's capture have taken a heavy toll on American opinion of President Bush's decision to go to war. Last December, when Saddam was caught, public support for Bush was 2-to-1 in favor. Now the public is evenly divided on whether the war was the right thing to do or whether it was a mistake.",0
"Rumsfeld warns on spy shake-up US Defence Secretary Donald Rumsfeld urges caution on US intelligence reform, saying it could create new barriers.",0
"Holiday Pals Berlusconi, Blair Cement Ties With a bandanna on his head and a grin on his cheeks, Italy #39;s flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain #39;s Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance ...",0
"India to surpass China as world's most populous country in 2050: study (AFP) AFP - India is projected to outpace China and become the world's most populous country by 2050, growing by 50 percent in the next 46 years to reach more than 1.6 billion people, a US research institute said.",0
Odumbe handed five-year ban Former Kenya captain Maurice Odumbe receives a five-year ban for receiving money to fix a match.,0
"Consumer Prices Decline, Housing Rebounds WASHINGTON - Consumer prices fell by 0.1 percent in July as gasoline prices dropped while output at factories and housing construction posted healthy rebounds, offering hope the economy has escaped this summer's ""soft patch.""   The Labor Department said Tuesday that the decline in its closely watched Consumer Price Index was the first decrease since a 0.2 percent drop last November. The CPI had been up 0.3 percent in June and an even sharper 0.6 percent in May, reflecting big jumps in energy costs...",0
"Stocks Climb on Drop in Consumer Prices NEW YORK - Another jump in oil prices pre-empted a rally on Wall Street Tuesday, though stocks managed to post modest gains on the strength of the latest consumer price report, which put many investors' inflation fears to rest for the near term.    Stocks started the session strong after the government's Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",0
"Eight terror suspects charged in Britain  LONDON, Aug. 17 (Xinhuanet) -- British police on Tuesday charged eight terrorism suspects with conspiracy to murder. ",0
"Slaves' descendants should get tax exemption: US Senate hopeful (AFP) AFP - American descendants of African slaves should be exempted from US federal taxes for a generation or two to compensate them for the state-sanctioned exploitation of their ancestors, an aspiring US Senate hopeful declared.",0
"Britain Charges 8 in Terror Plot Tied to U.S. Alert  LONDON (Reuters) - Britain charged eight terrorism suspects  Tuesday and said one had plans which could be used in terror  attacks on U.S. financial targets in New York, New Jersey and  Washington.",0
"Australia envoy in N Korea talks Australia #39;s foreign minister is in North Korea, urging the Stalinist state to renounce nuclear weapons. ",0
"U.S. Studying Israeli West Bank Home Plan (AP) AP - The United States withheld judgment Tuesday on whether Israel's plans to build 1,000 new homes in Jewish settlements in the West Bank violate the U.S-led Middle East peace plan.",0
"Sharon Allows 1,000 More Settler Homes in West Bank  JERUSALEM (Reuters) - Prime Minister Ariel Sharon, facing a  party mutiny over his plan to quit the Gaza Strip, has approved  1,000 more Israeli settler homes in the West Bank in a move  that drew a cautious response on Tuesday from Washington.",0
"Iraq's Sadr Snubs Peace Delegation in Najaf  NAJAF, Iraq (Reuters) - Iraq's radical cleric Moqtada  al-Sadr refused on Tuesday to meet a delegation of Iraqi  political and religious leaders seeking to end a rebellion in  the holy city of Najaf and other parts of the country.",0
"Sharon Allows 1,000 More Settler Homes in West Bank JERUSALEM (Reuters) - Prime Minister Ariel Sharon, facing a party mutiny over his plan to quit the Gaza Strip, has approved 1,000 more Israeli settler homes in the West Bank in a move that drew a cautious response on Tuesday from ...",0
"wheat (Canadian Press) Canadian Press - TORONTO (CP) - Field trials of genetically modified wheat are still being conducted in Canada by multinational biotech giant Monsanto despite a pledge earlier this year that the testing would be abandoned, critics said Tuesday.",0
"Sharon Allows 1,000 More Settler Homes in West Bank  JERUSALEM (Reuters) - Prime Minister Ariel Sharon, facing a  party mutiny over his plan to quit the Gaza Strip, has approved  1,000 more Israeli settler homes in the West Bank in a move  that drew a cautious response Tuesday from Washington.",0
"Americans Settle for 1-1 Tie With Aussies THESSALONIKI, Greece - The U.S. women's soccer team needed only a tie Tuesday and that's all it got - settling for a draw against a team it had always beaten...",0
"Ill. Plans Online Network to Import Drugs CHICAGO - Ignoring a federal ban on prescription drug imports, Illinois' governor announced Tuesday that the state would have an online clearinghouse running within a month to help residents purchase drugs from Canada, Ireland and the United Kingdom.    The state won't import the drugs itself, but plans to contract with a Canadian company to connect state residents with foreign pharmacies that have been approved by state health inspectors...",0
"Britain Charges 8 Terrorist Suspects LONDON - British police charged eight terrorist suspects Tuesday of conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause ""fear or injury"" in a case involving an alleged top al-Qaida operative at the center of a U.S. terror alert this month...",0
"Iraq's Sadr Declines to Meet Najaf Peace Delegation  NAJAF, Iraq (Reuters) - Iraq's radical cleric Moqtada  al-Sadr refused on Tuesday to meet a delegation of Iraqi  political and religious leaders who want him to call off his  uprising in the holy city of Najaf and other areas.",0
Southern African Development Community Agrees on New Election Guidelines Southern African leaders have agreed to a set of rules aimed at enhancing the transparency of elections and democratic rule in the region. ,0
"Arrested Qaida terrorist an India-born WASHINGTON: Abu Musa al-Hindi, one of the principle terror suspects charged with plotting to attack US financial institutions, has been identified as India-born Dhiren Barot. British police on Tuesday charged Barot, 32, of gathering surveillance plans of ...",0
"No deaths  #39;miraculous #39; in English flash flooding LONDON  British police said today they believed no one had died in flash flooding that struck seaside communities in southwest England, but rescue operations were continuing. ",0
"Desert hospitality, honor, and the war outside the door One Najaf family's shifting view of the fierce fighting that surrounds them.",0
"Marked men with no place to hide The Honduran government's crackdown on street gangs has been swift, severe, and apparently successful.",0
"Greek baseball team, made in the USA Success at the Games could boost the popularity of a sport unfamiliar to Greeks.",0
"Tired of post-9/11 hassles, Arab tourists head east Saudi visitors to Malaysia were up 53 percent in 2004.",0
"Sun-shy female commuters fuel an Asian fad Part hat, part mask, part visor, it's a new piece of bicycle headgear.",0
"Nepal braced for rebel 'blockade' Nepalese forces are on alert ahead a deadline set by rebels, who have threatened to blockade the capital.",0
"Blast in Gaza House Kills at Least Two (AP) AP - An explosion in a house in Gaza City early Wednesday killed at least two people, Palestinian witnesses said. It was not immediately known what caused the blast.",0
"Blast in Gaza Home of Hamas Man Kills 4 - Medics  GAZA (Reuters) - An explosion tore through the home of a  senior Hamas militant in Gaza on Wednesday, killing at least  four people and wounding him and about a dozen other  Palestinians, medics said.",0
"Sudan Says More Police to Shield Darfur Refugees  ABUJA, Nigeria (Reuters) - Sudan plans to double the number  of police in Darfur to 20,000, the country's foreign minister  said on Tuesday in the face of fresh reports that marauding  Arab militiamen were still preying on stricken refugees.",0
"Report: Japan, Russia to Lose Population WASHINGTON - Japan, Germany and many other large industrialized countries face long-term population slowdowns or declines as more young adults have fewer children or delay child-rearing, demographers say.    While the world's population is expected to increase by almost 50 percent by 2050, Japan could lose 20 percent of its population over the next half-century, according to data released Tuesday by the private Population Reference Bureau...",0
"Thrilling Relay Win Gets Phelps Third Gold ATHENS, Greece - Now this was a duel in the pool. With Michael Phelps leading off Tuesday night, the United States bested its rival from Down Under in the most thrilling race of the Athens Games...",0
Official backs Scrafton #39;s version A former federal official has backed Mike Scrafton #39;s story that he told John Howard three days before the 2001 election that the children overboard story was wrong. ,0
Britain scratching about for medals (AFP) AFP - Britain were neck and neck with Olympic minnows Slovakia and Zimbabwe and desperately hoping for an elusive gold medal later in the week.,0
"Iraqi Peace Mission Snubbed by Rebel Cleric Sadr NAJAF, Iraq (Reuters) - Radical cleric Moqtada al-Sadr on Tuesday refused to meet an Iraqi peace delegation because of  quot;American aggression quot; as US troops pounded militia positions in Najaf near the country #39;s holiest Islamic sites. ",0
"Israel invites bids for construction of 1,000 more homes in West Bank JERUSALEM (AP) - The Israeli government on Tuesday issued bids for 1,000 new homes in Jewish West Bank settlements, in a violation of an internationally backed peace plan, but insisted the construction has the tacit approval of one of the backers, the US ...",0
"Blast in Gaza Home of Hamas Man Kills 4 - Medics GAZA (Reuters) - An explosion tore through the home of a senior Hamas militant in Gaza on Wednesday, killing at least four people and wounding him and about a dozen other Palestinians, medics said. ",0
"Venezuelan Officials Agree to Audit Sample (AP) AP - Venezuelan election officials agreed Tuesday to conduct a partial audit of the results of a recall referendum won by President Hugo Chavez, amid opposition charges of election fraud, officials told The Associated Press.",0
"Explosion in Hamas Man's Home in Gaza Kills 4  GAZA (Reuters) - An explosion tore through the home of a  senior Hamas leader in Gaza on Wednesday, killing at least four  people and wounding him and about a dozen other Palestinians,  medics said.",0
"7 Texas Kids Found in Nigeria Orphanage HOUSTON - Seven Texas children were discovered abandoned at a Nigerian orphanage, suffering from disease and malnutrition, and have been brought back to the United States.    Child Protective Services, which received emergency custody of the children Monday, is investigating accusations that the children's adoptive mother abandoned them in Nigeria in October and later went to work in Iraq as a private contractor...",0
"U.S. Bounces Back to Beat Greece 77-71 ATHENS, Greece - Lamar Odom made a key defensive play on Greece's Dimitris Pipanikoulaou, preventing him from getting a clean layup attempt that could have cut the United States' lead to two points, and the Americans won 77-71 Tuesday night in the second round of the Olympic men's basketball tournament.    In a much closer game than expected, the Americans bounced back from their embarrassing loss to Puerto Rico in their opener and avoided dropping to 0-2, which would have matched their loss total from the previous 68 years...",0
"Thrilling Relay Win Gets Phelps Third Gold ATHENS, Greece - Now this was a duel in the pool. With Michael Phelps leading off Tuesday night, the United States bested its top rival in the most thrilling race of the Athens Games...",0
"North Korea  #39;won #39;t pull out of 6-way talks #39; BEIJING - China said yesterday that its close ally North Korea will not be pulling out of six-party talks, despite Pyongyang hinting that Washington #39;s hardline policy made the negotiations unworkable. ",0
Annan urges Myanmar to free Suu Kyi NEW YORK  UN Secretary General Kofi Annan on Tuesday raised doubts about Myanmar #39;s resolve to implement a road map for democracy and urged the nation #39;s military leaders to immediately release pro-democracy leader Aung San Suu Kyi. ,0
"Iran Threatens Israel on Nuclear Reactor (AP) AP - Accompanied by a warning that its missiles have the range, Iran on Tuesday said it would destroy Israel's Dimona nuclear reactor if the Jewish state were to attack Iran's nuclear facilities.",0
Grim funeral service held for Burundi massacre victims (AFP) AFP - Thousands of grieving people and top politicians attended a grim funeral service held to bury some 160 Congolese Tutsis slaughtered in a refugee camp in Burundi.,0
"Karzai likely to visit Pakistan next week KABUL: Afghan President Hamid Karzai is likely to visit Pakistan from August 23 (Monday), sources said on Tuesday. ",0
"Candidate for Democratic Party Arrested in China ONG KONG, Aug. 17  An already heated election campaign for the legislature here took an unexpected turn today with an announcement by the Democratic Party that one of its candidates had been arrested in mainland China on charges of ...",0
Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt on Wednesday but at least five other  Palestinians were killed in the night-time explosion that tore  through his Gaza home.,0
"Georgian Leader Seeks Ossetia Conference Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark a war. ",0
"Australia #39;s Labor Leader Latham Hospitalized With Pancreatitis Aug. 18 (Bloomberg) -- The leader of Australia #39;s main opposition Labor Party, Mark Latham, has been hospitalized with pancreatitis, according to a statement released by his party. ",0
"Flash flood in Cornwall leaves villagers missing BOSCASTLE, England Rescue workers searched this coastal village in north Cornwall on Tuesday for missing persons after a flash flood sent a wall of water tearing through the picturesque tourist spot the day before. ",0
President OKs More Colombia Assistance (AP) AP - President Bush said Tuesday the U.S. government will continue to assist Colombia in interdicting aircraft suspected of drug trafficking.,0
N.Y. Welcomes Protesters With Discounts (AP) AP - Discounted hotels and Broadway show tickets for convention protesters?,0
"A Look at U.S. Military Deaths in Iraq (AP) AP - As of Tuesday, Aug. 17, 943 U.S. service members have died since the beginning of military operations in Iraq in March 2003, according to the Defense Department. Of those, 703 died as a result of hostile action and 240 died of non-hostile causes.",0
"India and Pakistan notch up first hockey wins (Reuters) Reuters - Former hockey powerhouses Pakistan and India notched up their first wins of the Athens Olympics on Tuesday, charming crowds with their trademark running games.",0
"UN claims lack of military observers in Darfur region KHARTOUM, Aug 18, 2004 (Financial Times) -- The number of military observers deployed in the Darfur region of Sudan is not sufficient to monitor whether the Sudanese government fulfils its pledges to the United Nations, a senior UN ...",0
"Germany #39;s Chancellor Schroder and his wife adopt Russian girl Germany #39;s Chancellor Gerhard Schroder and his wife Doris have adopted a three-year-old Russian girl who has been living with them for over a fortnight, Germany #39;s mass circulation Bild newspaper revealed yesterday. ",0
"PM  #39;a trustworthy invidual #39; PRIME Minister John Howard was a trustworthy individual and most Australians knew it, Deputy Prime Minister John Anderson said. ",0
"Vatican Gives Schedule of Pope's Next Trip (AP) AP - Two days after a grueling papal pilgrimage which left some wondering if Pope John Paul II could still travel, the Vatican on Tuesday announced details of the ailing pontiff's next trip.",0
"Powell calls Russian FM over Georgian conflict WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday. ",0
"Sudan deploys additional 2,000 policemen in Darfur KHARTOUM, Aug. 17 (Xinhuanet) -- The Sudanese government said on Tuesday that it has deployed another 2,000 policemen in Darfur to secure the situation in the area under an agreement with the United Nations. ",0
"Britain Charges Eight Terrorist Suspects LONDON - British police charged eight terrorist suspects Tuesday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause ""fear or injury"" in a case involving an alleged top al-Qaida operative at the center of a U.S. terror alert this month...",0
"Israeli Attack in Gaza Kills Five Palestinians, Haaretz Says Aug. 18 (Bloomberg) -- Israeli soldiers were behind an explosion at a house used by Hamas gunmen in Gaza City that killed five Palestinians, the Israeli daily newspaper Haaretz said, citing an unidentified Israel Defense Forces official. ",0
Tokyo Stocks Mixed; Dollar Down Vs. Yen (AP) AP - Tokyo stocks were mixed early Wednesday as concerns about high oil prices vied for buying prompted by Wall Street's strength. The dollar was trading lower against the Japanese yen.,0
Iraqi delegation flies to Najaf for peace talks An eight-member team of Iraqi political and religious leaders flew to Najaf to talk with Sadr on Tuesday.(Xinhua/AFP) ...,0
"UK charges 8 in terror plot linked to US alert LONDON: Britain has charged eight terrorism suspects and said one had plans which could be used in terror attacks on US financial targets in New York, New Jersey and Washington. ",0
"China says hopes N.Korea nuclear talks to continue BEIJING, Aug 18 (Reuters) - China said on Wednesday it hoped all six parties taking part in talks on the North Korea nuclear crisis would keep calm, remain flexible and continue negotiations despite inevitable difficulties. ",0
British soldier killed in Basra A British soldier was believed to have been killed and another seriously injured last night after clashes with Shia fighters in the southern Iraqi city of Basra. ,0
Dominicans send juiced message Dominican New Yorkers had a message yesterday for the newly elected president of their homeland: Let there be light. ,0
"China says hopes N.Korea nuclear talks to continue BEIJING, Aug 18 (Reuters) - China said on Wednesday it hoped all six parties taking part in talks on the North Korea nuclear crisis keep calm, remain flexible and continue negotiations despite inevitable difficulties. ",0
"Senate probe needed: Faulkner A SENATE inquiry was needed into claims that the Prime Minister misled the Australian public over the children overboard affair, Labor Senate Leader John Faulkner said. ",0
"Effort by Bush on Education Hits Obstacles Since President Bush signed No Child Left Behind, the law has imposed undeniable changes on public education, but it has also faced a backlash.",0
"Cleric in Najaf Refuses to Meet Iraqi Mediators The delegation hoped to convince Moktada al- Sadr to disarm his militia, to leave the shrine and to join the political process.",0
"Who's Behind the Gold Medalist's Mask? Gosh, an American! Mariel Zagunis crushed Tan Xue of China, 15-9, in the final of the women's saber Tuesday, earning the first American gold in a recognized fencing event.",0
"Terror charges London, Aug. 17 (Reuters): Britain charged eight men today with conspiracy to murder and other terrorism charges, some of them relating to plans of US buildings that could have been used to organise attacks. ",0
"Senior Hamas leader wounded An explosion tore through the home of a senior Hamas leader in Gaza yesterday, killing at least five people and wounding him and about a dozen other Palestinians, medics said. ",0
"US Hopes Influence Can Quell Russian - Georgian Tensions WASHINGTON, Aug 17 (AFP) - The United States is eyeing tensions between Georgia and separatists in Abkhazia and South Ossetia while hoping US influence with Georgia #39;s new president can halt broader armed conflict in the Caucasus. ",0
Seven dead in Baghdad blast Interior Ministry officials had earlier said the blast on Tuesday was caused by a car bomb. At least five cars were ...,0
"Paes-Bhupathi overcome Federer-Allegro (Reuters) Reuters - World number one Roger Federer's top target for the year -- an Olympic tennis gold medal -- was taken away from him in a ""terrible day"" on Tuesday.",0
"Najaf Fighting Continues Amid Peace Push BAGHDAD, Iraq - Iraqi delegates delivered a peace proposal to aides of Muqtada al-Sadr in Najaf on Tuesday, but the militant cleric refused to meet with them as explosions, gunfire and a U.S. bombing run persisted in the holy city...",0
"Cabrera Leads Red Sox Past Blue Jays 5-4 BOSTON - Orlando Cabrera hit a run-scoring double off the Green Monster in the ninth inning on reliever Justin Speier's second pitch of the game, giving the Boston Red Sox a 5-4 win over the Toronto Blue Jays on Tuesday night.    Pinch-hitter Dave Roberts drew a leadoff walk in the ninth and was forced out at second base on Johnny Damon's grounder off Kevin Frederick (0-2)...",0
Flash floods force huge rescue bid LONDON: Rescue workers combed an English coastal village in north Cornwall yesterday for people missing after a flash flood caused by torrential rain hit Britain #39;s southwestern Atlantic coast. ,0
"Parliamentarians Not To Compromise Governance For Personal Gains: Musharraf ISLAMABAD, Pakistan : Aug 18 (PID) - President General Pervez Musharraf Tuesday urged the Parliamentarians not to compromise governance for personal gains and work selflessly to serve the people and earn a rightful place for the country in the comity of ...",0
"U.S. Brokers Halt to Afghan Infighting (AP) AP - The U.S. ambassador helped broker a cease-fire Tuesday to halt the latest bloody infighting in Afghanistan, persuading a warlord to pull away from a provincial capital as U.S. warplanes circled overhead.",0
"GOP Rep. Cubin Wins Wyoming Primary (AP) AP - U.S. Rep. Barbara Cubin fended off four Republican challengers in Tuesday's primary election, securing a shot at a sixth term in this fall's general election.",0
"LOOKING BACK 8-Day Battle for Najaf: From Attack to Stalemate AJAF, Iraq, Aug. 16 - Just five days after they arrived here to take over from Army units that had encircled Najaf since an earlier confrontation in the spring, new Marine commanders decided to smash guerrillas loyal to the rebel Shiite ...",0
Soldier dies as British troops clash with Sadr #39;s Basra army A BRITISH soldier was killed and at least one other injured during a fierce firefight with militia fighters in the southern Iraqi city of Basra yesterday. ,0
"Outgoing Ambassador Of Qatar Meets Musharraf ISLAMABAD, Pakistan : Aug 18 (PID) - The outgoing Ambassador of Qatar, Mr. Abdullah Falah A. Al-Dosari paid a courtesy called on the President General Pervez Musharraf here on Tuesday. ",0
"What Next for Venezuela? President Hugo Chavez is riding high after his overwhelming victory in a recall vote this week, but analysts say his triumph may have limited impact on the deep economic and political problems threatening this major oil-producing country.",0
"China Battles to Keep N.Korea Nuclear Talks Alive BEIJING (Reuters) - China battled on Wednesday to keep alive six-way talks on dismantling North Korea #39;s nuclear programs, saying it hoped all parties would stay calm and flexible and resume negotiations despite inevitable problems. ",0
McKenry doesn #39;t back Scrafton: PM Prime Minister John Howard said a former public servant had not backed the claims by former adviser Mike Scrafton about the children overboard affair. ,0
"China tries to shut down phone sex lines in anti-porn campaign (Canadian Press) Canadian Press - SHANGHAI, China (AP) - China has ordered severe punishment for phone sex operators as part of a sweeping crackdown on electronic pornography, Xinhua News Agency reported Wednesday.",0
"Colombian Government Won't Halt Offensive (AP) AP - Colombia's government on Tuesday shrugged off warnings from Marxist rebels that a massive offensive is endangering the lives of dozens of hostages, including three Americans.",0
"China Appeals to N. Korea for Nuke Talks (AP) AP - China appealed to North Korea on Tuesday to join working meetings before a new round of six-party talks on dismantling its nuclear program, despite the North's declaration that it saw no point in attending.",0
Haiti court acquits rebel leader A court acquits ex-paramilitary leader Jodel Chamblain of murder in a trial criticised by human rights activists.,0
"Jordanian hostage freed in Iraq A Jordanian who disappeared in Iraq two weeks ago and was believed to have been kidnapped has been freed and is in the custody of Iraqi police, Foreign Ministry spokesman Ali al-Ayed told reporters yesterday. ",0
"China Hints U.S. Must Return Guantanamo Separatists (Reuters) Reuters - Beijing has hinted that if the United\States releases any Guantanamo Bay detainees from its restive\Muslim far west Xinjiang region, they should be handed over to\Beijing and not sent to a third country.",0
"China Hints U.S. Must Return Guantanamo Separatists  BEIJING (Reuters) - Beijing has hinted that if the United  States releases any Guantanamo Bay detainees from its restive  Muslim far west Xinjiang region, they should be handed over to  Beijing and not sent to a third country.",0
"Peace team urges Sadr to call off uprising: Militia positions pounded NAJAF, Aug 17: An Iraqi peace delegation urged Shia leader Moqtada Sadr on Tuesday to call off his uprising in Najaf, and on the battlefront US troops pounded militia positions near the country #39;s holiest sites. ",0
"China appeals to North Korea to go ahead with nuclear talks BEIJING (AP)  China appealed to North Korea on Tuesday to join working meetings before a new round of six-party talks on dismantling its nuclear program, despite the North #39;s declaration that it saw no point in attending. ",0
"Maoist Rebels Block Land Routes to Nepali Capital  KATHMANDU (Reuters) - Maoist rebels, fighting to topple  Nepal's constitutional monarchy, cut off all land routes to the  Himalayan kingdom's capital on Wednesday, disrupting food and  supplies to the city of 1.5 million people.",0
Michael Jackson in legal setback Michael Jackson's lawyers fail in their attempt to have evidence seized in a raid on his ranch thrown out.,0
"When it comes to Israel... At first glance it was just another prosaic headline.  quot; #39;Militants #39; prevent resumption of work in the seaports, quot; Haaretz said. ",0
"Eight terror suspects charged in UK British police have charged eight terrorist suspects with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury quot; in a case involving an alleged top al-Qaeda operative at the centre of a US ...",0
"Five Palestinians dead in Israeli attempt to kill Hamas activist Israel #39;s air force launched an attack on a Gaza City building early Wednesday, killing at least five people, according to witnesses and officials on both sides. Seven people were also wounded, four critically. ",0
"British Soldier Killed in Iraq A British soldier has been killed and another injured after clashes with militia forces in the southern Iraqi city of Basra, said the British Army. ",0
"UN asks Myanmar to engage opposition parties, release Suu Kyi United Nations, Aug 18 - The United Nations has told the ruling military Junta in Myanmar that its process for transition to democracy and national reconciliation will lack  quot;credibility quot; unless it engages the opposition political parties and releases ...",0
UK terror suspects due in court Eight men charged with conspiracy to murder and plotting to use toxic materials or explosives are due in court.,0
Iraqis aim to decide new assembly The Baghdad conference on Iraq's future goes into an unscheduled fourth day as a peace bid fails in  Najaf.,0
Iraqis aim to decide new assembly The national conference on Iraq #39;s future is going into an unscheduled fourth day as delegates hammer out the shape of the first post-war parliament. ,0
More hospital tests for Latham OPPOSITION Leader Mark Latham is undergoing further tests at Sydney #39;s St Vincent #39;s Hospital after being diagnosed with pancreatitis. ,0
"Saved from the saw, ancient Japanese forests now threatened by tourism (AFP) AFP - A generation ago, a battle was successfully waged on this rugged island to preserve what was left of its primeval forests, home to giant trees millennia old. Now tourism spawned by this natural heritage is threatening its survival.",0
'Afghanistan needs security help' UN Secretary-General Kofi Annan says Afghanistan needs help with security to ensure its presidential elections are successful.  ,0
Rumsfeld says US forces  quot;unlikely quot; to storm holy places in Najaf WASHINGTON : The United States pulled its punch in Iraq as Defense Secretary Donald Rumsfeld announced US forces arrayed in Najaf against Shiite militants of firebrand cleric Moqtada Sadr were  quot;unlikely quot; to storm the town #39;s holy places to deal the militia ...,0
"Two Georgians Killed in Breakaway Region TBILISI (Reuters) - At least two Georgian soldiers were killed and five wounded in artillery fire with separatists in the breakaway region of South Ossetia, Georgian officials said on Wednesday. ",0
Murdoch to face trial on Falconio murder Bradley John Murdoch was ordered to stand trial over the alleged murder of British backpacker Peter Falconio beside a remote Northern Territory highway three years ago. ,0
"Uzbekistan Military Boost May Spark Unrest (AP) AP - Washington's plans to beef up its military base in Uzbekistan as part of a troop realignment abroad could whip up tensions between the impoverished ex-Soviet republic's secular government and radical Islamic groups, analysts and opposition politicians say.",0
"U.S. Troops Training for Iraq in Israel -Paper (Reuters) Reuters - U.S. troops from Iraq are being\trained by the Israeli army in urban and guerrilla warfare\tactics at a military base in Israel, a local newspaper said on\Wednesday.",0
Warring Afghan Factions Say Cease-fire Holding (Reuters) Reuters - A renegade Afghan militia commander and a\spokesman for the governor of the western province of Herat\said on Wednesday their forces were honoring a cease-fire\brokered a day earlier by the U.S. envoy to Afghanistan.,0
